MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;x_rate;sigma_x_rate;y_rate;sigma_y_rate;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
54110;2007;01;10;final;-0.058132;0.000038;0.361263;0.000047;;;;;final;0.0297155;0.0000058;1.3795;0.0040;final;;;;;0.164;0.146;-0.248;0.340;final;-.058090;.360970;final;.0297240;final;;;0.265;-0.255
54111;2007;01;11;final;-0.058971;0.000038;0.363095;0.000047;;;;;final;0.0283476;0.0000058;1.3216;0.0040;final;;;;;0.145;0.146;-0.242;0.340;final;-.058930;.362820;final;.0283390;final;;;0.314;-0.138
54112;2007;01;12;final;-0.059159;0.000040;0.364752;0.000046;;;;;final;0.0270789;0.0000055;1.2438;0.0037;final;;;;;0.122;0.118;-0.215;0.340;final;-.059120;.364430;final;.0270660;final;;;0.353;-0.235
54113;2007;01;13;final;-0.058723;0.000040;0.366424;0.000046;;;;;final;0.0258594;0.0000046;1.1679;0.0038;final;;;;;0.163;0.123;-0.218;0.340;final;-.058670;.366190;final;.0258270;final;;;0.335;-0.243
54114;2007;01;14;final;-0.058380;0.000021;0.368143;0.000048;;;;;final;0.0247709;0.0000053;1.0086;0.0034;final;;;;;0.161;0.120;-0.239;0.340;final;-.058350;.367860;final;.0247970;final;;;0.327;-0.236
54115;2007;01;15;final;-0.057992;0.000020;0.369733;0.000048;;;;;final;0.0238413;0.0000051;0.8519;0.0032;final;;;;;0.179;0.051;-0.265;0.340;final;-.057970;.369430;final;.0238550;final;;;0.326;-0.307
54116;2007;01;16;final;-0.057396;0.000019;0.371511;0.000027;;;;;final;0.0230268;0.0000036;0.8159;0.0030;final;;;;;0.205;0.294;-0.275;0.340;final;-.057360;.371210;final;.0230210;final;;;0.318;-0.264
54117;2007;01;17;final;-0.056979;0.000032;0.373232;0.000043;;;;;final;0.0221999;0.0000033;0.8086;0.0024;final;;;;;0.226;0.057;-0.273;0.122;final;-.056940;.372990;final;.0222030;final;;;0.338;-0.319
54118;2007;01;18;final;-0.056520;0.000030;0.375034;0.000044;;;;;final;0.0213993;0.0000031;0.8322;0.0023;final;;;;;0.235;0.057;-0.264;0.122;final;-.056470;.374730;final;.0214000;final;;;0.376;-0.218
54119;2007;01;19;final;-0.056002;0.000031;0.377229;0.000045;;;;;final;0.0204626;0.0000032;1.0747;0.0029;final;;;;;0.232;0.057;-0.244;0.122;final;-.055900;.376960;final;.0204540;final;;;0.409;-0.145
54120;2007;01;20;final;-0.055732;0.000033;0.379736;0.000045;;;;;final;0.0192233;0.0000049;1.3972;0.0023;final;;;;;0.258;0.103;-0.266;0.205;final;-.055670;.379460;final;.0192240;final;;;0.327;-0.137
54121;2007;01;21;final;-0.055614;0.000036;0.381723;0.000051;;;;;final;0.0176790;0.0000032;1.6872;0.0029;final;;;;;0.242;0.104;-0.269;0.155;final;-.055580;.381450;final;.0176760;final;;;0.226;-0.190
54122;2007;01;22;final;-0.055358;0.000037;0.383398;0.000051;;;;;final;0.0158602;0.0000030;1.9433;0.0021;final;;;;;0.226;0.104;-0.292;0.155;final;-.055350;.383120;final;.0158480;final;;;0.201;-0.312
54123;2007;01;23;final;-0.055054;0.000041;0.385104;0.000064;;;;;final;0.0138192;0.0000027;2.1191;0.0019;final;;;;;0.215;0.101;-0.309;0.340;final;-.055000;.384810;final;.0138150;final;;;0.211;-0.321
54124;2007;01;24;final;-0.054841;0.000056;0.387041;0.000069;;;;;final;0.0116764;0.0000024;2.1319;0.0018;final;;;;;0.211;0.081;-0.302;0.340;final;-.054750;.386720;final;.0116830;final;;;0.244;-0.237
54125;2007;01;25;final;-0.054716;0.000055;0.388800;0.000067;;;;;final;0.0096191;0.0000023;1.9538;0.0018;final;;;;;0.204;0.081;-0.283;0.340;final;-.054640;.388640;final;.0096260;final;;;0.260;-0.152
54126;2007;01;26;final;-0.054431;0.000056;0.390521;0.000068;;;;;final;0.0077913;0.0000026;1.7083;0.0019;final;;;;;0.188;0.081;-0.268;0.340;final;-.054300;.390270;final;.0077870;final;;;0.258;-0.221
54127;2007;01;27;final;-0.053761;0.000057;0.392217;0.000067;;;;;final;0.0062075;0.0000031;1.4477;0.0021;final;;;;;0.190;0.076;-0.273;0.340;final;-.053700;.391900;final;.0062080;final;;;0.199;-0.325
54128;2007;01;28;final;-0.052927;0.000058;0.393915;0.000065;;;;;final;0.0048994;0.0000033;1.1765;0.0026;final;;;;;0.186;0.084;-0.265;0.340;final;-.052910;.393610;final;.0049030;final;;;0.175;-0.403
54129;2007;01;29;final;-0.051903;0.000051;0.395793;0.000039;;;;;final;0.0038184;0.0000041;1.0136;0.0039;final;;;;;0.194;0.075;-0.271;0.340;final;-.051890;.395490;final;.0038300;final;;;0.176;-0.508
54130;2007;01;30;final;-0.050909;0.000025;0.397789;0.000018;;;;;final;0.0028299;0.0000070;0.9776;0.0034;final;;;;;0.205;0.095;-0.289;0.340;final;-.050870;.397490;final;.0028320;final;;;0.228;-0.339
54131;2007;01;31;final;-0.050266;0.000026;0.399575;0.000028;;;;;final;0.0018325;0.0000055;1.0337;0.0044;final;;;;;0.215;0.160;-0.305;0.340;final;-.050220;.399300;final;.0018320;final;;;0.203;-0.261
54132;2007;02;01;final;-0.049839;0.000027;0.401091;0.000028;;;;;final;0.0007362;0.0000053;1.1687;0.0037;final;;;;;0.231;0.160;-0.309;0.340;final;-.049820;.400800;final;.0007270;final;;;0.165;-0.187
54133;2007;02;02;final;-0.049180;0.000027;0.402180;0.000029;;;;;final;-0.0005201;0.0000050;1.3494;0.0037;final;;;;;0.247;0.160;-0.299;0.340;final;-.049120;.401890;final;-.0005290;final;;;0.158;-0.191
54134;2007;02;03;final;-0.047728;0.000021;0.403104;0.000028;;;;;final;-0.0019589;0.0000053;1.5190;0.0029;final;;;;;0.290;0.244;-0.270;0.340;final;-.047780;.402800;final;-.0019540;final;;;0.160;-0.229
54135;2007;02;04;final;-0.045739;0.000025;0.404289;0.000051;;;;;final;-0.0035391;0.0000030;1.6315;0.0031;final;;;;;0.278;0.178;-0.250;0.340;final;-.045550;.404030;final;-.0035340;final;;;0.134;-0.243
54136;2007;02;05;final;-0.043569;0.000025;0.405844;0.000051;;;;;final;-0.0052080;0.0000032;1.7021;0.0020;final;;;;;0.263;0.178;-0.232;0.340;final;-.043620;.405590;final;-.0052080;final;;;0.081;-0.189
54137;2007;02;06;final;-0.041289;0.000026;0.407883;0.000051;;;;;final;-0.0069220;0.0000026;1.7086;0.0020;final;;;;;0.250;0.208;-0.230;0.146;final;-.041220;.407560;final;-.0069160;final;;;0.067;-0.074
54138;2007;02;07;final;-0.039595;0.000032;0.410210;0.000060;;;;;final;-0.0086066;0.0000024;1.6592;0.0019;final;;;;;0.234;0.182;-0.242;0.124;final;-.039540;.409940;final;-.0086040;final;;;0.096;-0.029
54139;2007;02;08;final;-0.038567;0.000032;0.412665;0.000060;;;;;final;-0.0102163;0.0000027;1.5376;0.0018;final;;;;;0.211;0.182;-0.248;0.124;final;-.038540;.412380;final;-.0102230;final;;;0.134;-0.142
54140;2007;02;09;final;-0.037808;0.000032;0.414900;0.000061;;;;;final;-0.0116614;0.0000027;1.3549;0.0025;final;;;;;0.187;0.182;-0.247;0.124;final;-.037740;.414640;final;-.0116650;final;;;0.195;-0.253
54141;2007;02;10;final;-0.036918;0.000031;0.416799;0.000048;;;;;final;-0.0129331;0.0000043;1.1932;0.0026;final;;;;;0.222;0.232;-0.253;0.157;final;-.036860;.416510;final;-.0129340;final;;;0.236;-0.238
54142;2007;02;11;final;-0.036027;0.000047;0.418449;0.000053;;;;;final;-0.0140499;0.0000045;1.0378;0.0031;final;;;;;0.229;0.179;-0.268;0.130;final;-.036000;.418170;final;-.0140370;final;;;0.288;-0.109
54143;2007;02;12;final;-0.035009;0.000047;0.420140;0.000052;;;;;final;-0.0150040;0.0000045;0.8683;0.0036;final;;;;;0.253;0.131;-0.270;0.340;final;-.034970;.419890;final;-.0150020;final;;;0.336;-0.137
54144;2007;02;13;final;-0.033804;0.000051;0.422012;0.000044;;;;;final;-0.0158061;0.0000055;0.7577;0.0036;final;;;;;0.275;0.294;-0.257;0.340;final;-.033750;.421660;final;-.0158120;final;;;0.331;-0.256
54145;2007;02;14;final;-0.032684;0.000052;0.423573;0.000046;;;;;final;-0.0165468;0.0000056;0.7294;0.0040;final;;;;;0.285;0.068;-0.252;0.340;final;-.032700;.423290;final;-.0165480;final;;;0.316;-0.484
54146;2007;02;15;final;-0.031549;0.000052;0.425269;0.000046;;;;;final;-0.0172886;0.0000057;0.7723;0.0041;final;;;;;0.289;0.068;-0.253;0.340;final;-.031470;.424940;final;-.0172860;final;;;0.340;-0.530
54147;2007;02;16;final;-0.030903;0.000052;0.426773;0.000046;;;;;final;-0.0181243;0.0000061;0.9139;0.0047;final;;;;;0.290;0.068;-0.238;0.340;final;-.030760;.426480;final;-.0181210;final;;;0.361;-0.387
54148;2007;02;17;final;-0.030353;0.000039;0.427907;0.000062;;;;;final;-0.0191337;0.0000075;1.1074;0.0050;final;;;;;0.287;0.088;-0.190;0.193;final;-.030310;.427640;final;-.0191530;final;;;0.230;-0.275
54149;2007;02;18;final;-0.029565;0.000039;0.429199;0.000063;;;;;final;-0.0203665;0.0000078;1.3831;0.0051;final;;;;;0.263;0.088;-0.201;0.193;final;-.029510;.428900;final;-.0203420;final;;;0.057;-0.330
54150;2007;02;19;final;-0.028635;0.000028;0.430615;0.000060;;;;;final;-0.0218756;0.0000068;1.5859;0.0056;final;;;;;0.238;0.071;-0.240;0.162;final;-.028560;.430340;final;-.0218560;final;;;-0.016;-0.577
54151;2007;02;20;final;-0.027789;0.000018;0.432022;0.000061;;;;;final;-0.0234719;0.0000080;1.5893;0.0044;final;;;;;0.222;0.294;-0.269;0.195;final;-.027690;.431720;final;-.0234730;final;;;0.094;-0.625
54152;2007;02;21;final;-0.026992;0.000017;0.433439;0.000065;;;;;final;-0.0250016;0.0000055;1.4348;0.0047;final;;;;;0.213;0.065;-0.269;0.199;final;-.026910;.433080;final;-.0250030;final;;;0.263;-0.403
54153;2007;02;22;final;-0.025599;0.000017;0.434601;0.000065;;;;;final;-0.0262915;0.0000049;1.1305;0.0035;final;;;;;0.209;0.065;-0.263;0.199;final;-.025600;.434290;final;-.0262910;final;;;0.361;-0.268
54154;2007;02;23;final;-0.023559;0.000019;0.436061;0.000047;;;;;final;-0.0272747;0.0000042;0.8627;0.0032;final;;;;;0.206;0.069;-0.260;0.161;final;-.023430;.435700;final;-.0272760;final;;;0.365;-0.152
54155;2007;02;24;final;-0.021326;0.000023;0.437134;0.000048;;;;;final;-0.0280325;0.0000042;0.6416;0.0028;final;;;;;0.215;0.064;-0.235;0.157;final;-.021330;.436870;final;-.0280380;final;;;0.320;-0.151
54156;2007;02;25;final;-0.019248;0.000025;0.438141;0.000054;;;;;final;-0.0285756;0.0000038;0.4735;0.0028;final;;;;;0.215;0.072;-0.226;0.133;final;-.019170;.437810;final;-.0285620;final;;;0.288;-0.140
54157;2007;02;26;final;-0.017525;0.000024;0.439285;0.000053;;;;;final;-0.0290170;0.0000038;0.4180;0.0029;final;;;;;0.231;0.072;-0.225;0.133;final;-.017480;.439060;final;-.0290060;final;;;0.252;-0.149
54158;2007;02;27;final;-0.015946;0.000026;0.440388;0.000044;;;;;final;-0.0294377;0.0000043;0.4409;0.0026;final;;;;;0.255;0.066;-0.230;0.340;final;-.015930;.440180;final;-.0294410;final;;;0.262;-0.208
54159;2007;02;28;final;-0.014705;0.000029;0.442059;0.000044;;;;;final;-0.0299252;0.0000035;0.5430;0.0028;final;;;;;0.274;0.062;-0.229;0.106;final;-.014600;.441780;final;-.0299240;final;;;0.256;-0.215
54160;2007;03;01;final;-0.013828;0.000029;0.443757;0.000045;;;;;final;-0.0305358;0.0000035;0.6815;0.0023;final;;;;;0.285;0.062;-0.224;0.106;final;-.013770;.443440;final;-.0305290;final;;;0.276;-0.189
54161;2007;03;02;final;-0.013171;0.000027;0.445638;0.000044;;;;;final;-0.0313021;0.0000029;0.8618;0.0024;final;;;;;0.288;0.062;-0.218;0.106;final;-.013120;.445310;final;-.0313020;final;;;0.316;-0.189
54162;2007;03;03;final;-0.012819;0.000024;0.447451;0.000021;;;;;final;-0.0322546;0.0000033;1.0277;0.0018;final;;;;;0.262;0.294;-0.169;0.118;final;-.012740;.447130;final;-.0322520;final;;;0.362;-0.331
54163;2007;03;04;final;-0.012347;0.000037;0.448858;0.000024;;;;;final;-0.0333426;0.0000022;1.1489;0.0020;final;;;;;0.248;0.294;-0.156;0.152;final;-.012260;.448550;final;-.0333430;final;;;0.410;-0.504
54164;2007;03;05;final;-0.011691;0.000055;0.450128;0.000040;;;;;final;-0.0345401;0.0000024;1.2332;0.0018;final;;;;;0.231;0.073;-0.141;0.135;final;-.011600;.449860;final;-.0345320;final;;;0.366;-0.524
54165;2007;03;06;final;-0.011174;0.000056;0.451313;0.000040;;;;;final;-0.0357775;0.0000029;1.2230;0.0019;final;;;;;0.216;0.085;-0.138;0.143;final;-.011090;.450990;final;-.0357700;final;;;0.301;-0.320
54166;2007;03;07;final;-0.010685;0.000055;0.452367;0.000040;;;;;final;-0.0369806;0.0000029;1.1961;0.0020;final;;;;;0.198;0.085;-0.149;0.143;final;-.010560;.452100;final;-.0369850;final;;;0.233;-0.200
54167;2007;03;08;final;-0.009906;0.000055;0.453824;0.000039;;;;;final;-0.0381604;0.0000028;1.1411;0.0023;final;;;;;0.181;0.085;-0.165;0.143;final;-.009800;.453540;final;-.0381500;final;;;-0.017;-0.009
54168;2007;03;09;final;-0.009073;0.000056;0.455054;0.000040;;;;;final;-0.0392287;0.0000036;0.9837;0.0039;final;;;;;0.171;0.085;-0.181;0.143;final;-.009010;.454780;final;-.0392130;final;;;0.117;-0.144
54169;2007;03;10;final;-0.008185;0.000053;0.456004;0.000043;;;;;final;-0.0401227;0.0000072;0.8110;0.0027;final;;;;;0.188;0.131;-0.208;0.340;final;-.008120;.455700;final;-.0401210;final;;;0.115;-0.190
54170;2007;03;11;final;-0.007308;0.000013;0.456884;0.000035;;;;;final;-0.0408601;0.0000039;0.6666;0.0040;final;;;;;0.206;0.091;-0.220;0.340;final;-.007260;.456560;final;-.0408540;final;;;0.172;-0.133
54171;2007;03;12;final;-0.006482;0.000014;0.457721;0.000035;;;;;final;-0.0414710;0.0000037;0.5674;0.0028;final;;;;;0.226;0.173;-0.208;0.173;final;-.006400;.457400;final;-.0414640;final;;;0.148;-0.055
54172;2007;03;13;final;-0.005836;0.000015;0.458831;0.000035;;;;;final;-0.0420227;0.0000039;0.5515;0.0026;final;;;;;0.231;0.173;-0.187;0.173;final;-.005730;.458430;final;-.0420260;final;;;0.108;-0.124
54173;2007;03;14;final;-0.005328;0.000023;0.459895;0.000034;;;;;final;-0.0425989;0.0000036;0.6102;0.0024;final;;;;;0.222;0.137;-0.199;0.142;final;-.005270;.459640;final;-.0426060;final;;;0.183;-0.433
54174;2007;03;15;final;-0.004464;0.000023;0.460991;0.000035;;;;;final;-0.0432801;0.0000028;0.7798;0.0023;final;;;;;0.224;0.137;-0.224;0.142;final;-.004390;.460680;final;-.0432790;final;;;0.294;-0.491
54175;2007;03;16;final;-0.002891;0.000023;0.462157;0.000034;;;;;final;-0.0442119;0.0000029;1.1096;0.0029;final;;;;;0.238;0.137;-0.207;0.142;final;-.002800;.461840;final;-.0442150;final;;;0.388;-0.236
54176;2007;03;17;final;-0.000921;0.000024;0.463430;0.000021;;;;;final;-0.0455336;0.0000050;1.5424;0.0021;final;;;;;0.247;0.149;-0.153;0.173;final;-.000840;.463100;final;-.0455290;final;;;0.266;0.000
54177;2007;03;18;final;0.001201;0.000021;0.464759;0.000027;;;;;final;-0.0472700;0.0000029;1.8951;0.0029;final;;;;;0.211;0.053;-0.144;0.108;final;.001260;.464410;final;-.0472670;final;;;0.064;0.000
54178;2007;03;19;final;0.003271;0.000020;0.466619;0.000027;;;;;final;-0.0492653;0.0000028;2.0723;0.0021;final;;;;;0.179;0.053;-0.204;0.108;final;.003350;.466290;final;-.0492560;final;;;-0.023;-0.174
54179;2007;03;20;final;0.005051;0.000009;0.468952;0.000026;;;;;final;-0.0513664;0.0000031;2.1049;0.0019;final;;;;;0.171;0.065;-0.267;0.132;final;.005130;.468640;final;-.0513540;final;;;0.124;-0.453
54180;2007;03;21;final;0.006303;0.000017;0.470708;0.000056;;;;;final;-0.0533998;0.0000027;1.9117;0.0021;final;;;;;0.174;0.053;-0.281;0.137;final;.006430;.470410;final;-.0533870;final;;;0.272;-0.406
54181;2007;03;22;final;0.006941;0.000018;0.471711;0.000055;;;;;final;-0.0551204;0.0000028;1.5104;0.0018;final;;;;;0.177;0.053;-0.271;0.137;final;.007010;.471370;final;-.0551180;final;;;0.325;-0.195
54182;2007;03;23;final;0.007397;0.000019;0.472266;0.000056;;;;;final;-0.0564152;0.0000023;1.0929;0.0024;final;;;;;0.186;0.053;-0.261;0.137;final;.007490;.472020;final;-.0564230;final;;;0.324;-0.223
54183;2007;03;24;final;0.008300;0.000023;0.472967;0.000058;;;;;final;-0.0573549;0.0000039;0.8217;0.0017;final;;;;;0.166;0.050;-0.275;0.162;final;.008340;.472680;final;-.0573440;final;;;0.268;-0.214
54184;2007;03;25;final;0.009521;0.000028;0.473507;0.000053;;;;;final;-0.0581136;0.0000025;0.7157;0.0022;final;;;;;0.171;0.294;-0.264;0.119;final;.009560;.473200;final;-.0581020;final;;;0.228;-0.185
54185;2007;03;26;final;0.010645;0.000029;0.474093;0.000052;;;;;final;-0.0588164;0.0000022;0.7001;0.0017;final;;;;;0.181;0.294;-0.269;0.105;final;.010740;.473760;final;-.0588230;final;;;0.236;-0.184
54186;2007;03;27;final;0.011706;0.000026;0.474804;0.000024;;;;;final;-0.0595433;0.0000023;0.7730;0.0015;final;;;;;0.205;0.294;-0.281;0.340;final;.011750;.474530;final;-.0595470;final;;;0.255;-0.239
54187;2007;03;28;final;0.013426;0.000028;0.475557;0.000040;;;;;final;-0.0603980;0.0000020;0.9529;0.0016;final;;;;;0.228;0.294;-0.279;0.340;final;.013510;.475280;final;-.0603840;final;;;0.342;-0.389
54188;2007;03;29;final;0.015713;0.000027;0.476270;0.000040;;;;;final;-0.0614503;0.0000021;1.1366;0.0015;final;;;;;0.237;0.294;-0.265;0.340;final;.015780;.475980;final;-.0614460;final;;;0.378;-0.382
54189;2007;03;30;final;0.018138;0.000026;0.477199;0.000040;;;;;final;-0.0626531;0.0000022;1.2659;0.0020;final;;;;;0.230;0.294;-0.253;0.340;final;.018200;.476840;final;-.0626580;final;;;0.331;-0.368
54190;2007;03;31;final;0.020371;0.000021;0.478027;0.000042;;;;;final;-0.0639692;0.0000034;1.3565;0.0017;final;;;;;0.209;0.041;-0.234;0.340;final;.020480;.477720;final;-.0639700;final;;;0.321;-0.399
54191;2007;04;01;final;0.022655;0.000020;0.478811;0.000038;;;;;final;-0.0653713;0.0000027;1.4629;0.0022;final;;;;;0.193;0.294;-0.218;0.108;final;.022680;.478510;final;-.0653610;final;;;0.268;-0.559
54192;2007;04;02;final;0.025212;0.000021;0.479668;0.000038;;;;;final;-0.0668895;0.0000028;1.5530;0.0020;final;;;;;0.179;0.294;-0.206;0.108;final;.025280;.479350;final;-.0668890;final;;;0.253;-0.694
54193;2007;04;03;final;0.027947;0.000041;0.480759;0.000044;;;;;final;-0.0684467;0.0000029;1.5513;0.0020;final;;;;;0.165;0.294;-0.214;0.121;final;.028060;.480450;final;-.0684650;final;;;0.210;-0.668
54194;2007;04;04;final;0.030672;0.000040;0.482058;0.000043;;;;;final;-0.0699735;0.0000028;1.4937;0.0020;final;;;;;0.150;0.294;-0.239;0.121;final;.030760;.481790;final;-.0699710;final;;;0.196;-0.543
54195;2007;04;05;final;0.033178;0.000040;0.483095;0.000043;;;;;final;-0.0714227;0.0000027;1.4020;0.0018;final;;;;;0.142;0.294;-0.259;0.121;final;.033290;.482880;final;-.0714270;final;;;0.201;-0.316
54196;2007;04;06;final;0.035729;0.000041;0.484200;0.000043;;;;;final;-0.0727718;0.0000024;1.2932;0.0023;final;;;;;0.150;0.294;-0.268;0.121;final;.035820;.483850;final;-.0727820;final;;;0.197;-0.298
54197;2007;04;07;final;0.038109;0.000042;0.485181;0.000047;;;;;final;-0.0740254;0.0000036;1.2333;0.0021;final;;;;;0.159;0.045;-0.267;0.146;final;.038200;.484910;final;-.0740230;final;;;0.212;-0.320
54198;2007;04;08;final;0.040052;0.000042;0.485999;0.000046;;;;;final;-0.0752528;0.0000034;1.2167;0.0021;final;;;;;0.184;0.045;-0.274;0.146;final;.040150;.485690;final;-.0752430;final;;;0.250;-0.198
54199;2007;04;09;final;0.041429;0.000022;0.486755;0.000033;;;;;final;-0.0764542;0.0000022;1.1864;0.0022;final;;;;;0.199;0.294;-0.266;0.340;final;.041520;.486440;final;-.0764450;final;;;0.265;-0.104
54200;2007;04;10;final;0.042599;0.000021;0.487366;0.000033;;;;;final;-0.0776424;0.0000027;1.2066;0.0016;final;;;;;0.191;0.294;-0.254;0.340;final;.042670;.487050;final;-.0776380;final;;;0.223;-0.276
54201;2007;04;11;final;0.044056;0.000021;0.487730;0.000041;;;;;final;-0.0788935;0.0000024;1.3052;0.0018;final;;;;;0.168;0.080;-0.279;0.340;final;.044120;.487500;final;-.0788980;final;;;0.217;-0.475
54202;2007;04;12;final;0.045508;0.000021;0.488387;0.000041;;;;;final;-0.0802701;0.0000024;1.4558;0.0017;final;;;;;0.157;0.080;-0.328;0.340;final;.045650;.488100;final;-.0802810;final;;;0.216;-0.568
54203;2007;04;13;final;0.047043;0.000021;0.488922;0.000042;;;;;final;-0.0818486;0.0000024;1.7368;0.0017;final;;;;;0.171;0.080;-0.329;0.340;final;.047110;.488570;final;-.0818590;final;;;0.197;-0.361
54204;2007;04;14;final;0.048703;0.000020;0.489262;0.000042;;;;;final;-0.0837498;0.0000024;2.0359;0.0022;final;;;;;0.167;0.086;-0.246;0.340;final;.048850;.488900;final;-.0837430;final;;;0.046;-0.027
54205;2007;04;15;final;0.050404;0.000014;0.489656;0.000033;;;;;final;-0.0858846;0.0000037;2.2275;0.0017;final;;;;;0.136;0.176;-0.195;0.259;final;.050490;.489340;final;-.0858880;final;;;-0.166;0.090
54206;2007;04;16;final;0.052239;0.000030;0.490082;0.000033;;;;;final;-0.0881668;0.0000023;2.3051;0.0023;final;;;;;0.103;0.147;-0.224;0.215;final;.052320;.489770;final;-.0881530;final;;;-0.260;-0.221
54207;2007;04;17;final;0.054267;0.000031;0.490415;0.000020;;;;;final;-0.0904205;0.0000027;2.1598;0.0021;final;;;;;0.100;0.161;-0.286;0.231;final;.054370;.490130;final;-.0904220;final;;;-0.145;-0.384
54208;2007;04;18;final;0.056373;0.000042;0.490461;0.000041;;;;;final;-0.0924261;0.0000035;1.8336;0.0022;final;;;;;0.113;0.131;-0.306;0.196;final;.056370;.490130;final;-.0924340;final;;;0.091;-0.388
54209;2007;04;19;final;0.058153;0.000042;0.490422;0.000041;;;;;final;-0.0940647;0.0000035;1.4384;0.0025;final;;;;;0.114;0.131;-0.288;0.196;final;.058240;.490050;final;-.0940780;final;;;0.225;-0.261
54210;2007;04;20;final;0.059730;0.000043;0.490330;0.000041;;;;;final;-0.0953119;0.0000037;1.0703;0.0027;final;;;;;0.110;0.131;-0.268;0.196;final;.059860;.490060;final;-.0953250;final;;;0.261;-0.348
54211;2007;04;21;final;0.061300;0.000043;0.490419;0.000041;;;;;final;-0.0962523;0.0000042;0.8432;0.0025;final;;;;;0.125;0.052;-0.255;0.340;final;.061350;.490160;final;-.0962360;final;;;0.169;-0.312
54212;2007;04;22;final;0.062603;0.000039;0.490388;0.000039;;;;;final;-0.0970589;0.0000035;0.7980;0.0028;final;;;;;0.136;0.294;-0.268;0.340;final;.062630;.490080;final;-.0970660;final;;;0.076;-0.275
54213;2007;04;23;final;0.063827;0.000038;0.490416;0.000039;;;;;final;-0.0978874;0.0000036;0.8700;0.0025;final;;;;;0.155;0.294;-0.300;0.340;final;.063840;.490130;final;-.0978820;final;;;-0.020;-0.319
54214;2007;04;24;final;0.065285;0.000025;0.490443;0.000013;;;;;final;-0.0988054;0.0000036;0.9615;0.0025;final;;;;;0.184;0.294;-0.326;0.121;final;.065280;.490150;final;-.0988080;final;;;0.027;-0.424
54215;2007;04;25;final;0.066853;0.000038;0.490411;0.000023;;;;;final;-0.0998247;0.0000035;1.0958;0.0024;final;;;;;0.209;0.294;-0.316;0.161;final;.066920;.490120;final;-.0998200;final;;;0.164;-0.609
54216;2007;04;26;final;0.068853;0.000038;0.490582;0.000023;;;;;final;-0.1010047;0.0000033;1.2532;0.0022;final;;;;;0.213;0.294;-0.284;0.161;final;.068930;.490290;final;-.1010110;final;;;0.268;-0.702
54217;2007;04;27;final;0.070927;0.000038;0.491013;0.000024;;;;;final;-0.1023246;0.0000028;1.3909;0.0032;final;;;;;0.198;0.294;-0.266;0.161;final;.071110;.490680;final;-.1023360;final;;;0.297;-0.542
